id,title,content,slug,last_modified
6,Bakonykúti Története,"
## Bakonykúti története a kezdetektől a falu újraalapításáig

**Az első ismert lakók nyomában Bakonykúti területén – rézkori és bronzkori telepek a falu határában**
## 
Bakonykúti közigazgatási területének legkorábbi régészeti lelőhelye a rézkorra (Kr. e. 4500–2800) tehető; Bakonykúti-puszta mellett, egy ma már csak időszaki vízfolyás keleti partján helyezkedett el.  Pattintott köveket, háztapasztás mintával díszített vastag töredékét, és kézzel formált edények töredékeit gyűjtötték össze régészek – az egykori telep földalatti maradványairól árulkodó felszíni nyomokként – egy 2014. évi terepbejáráson.
A középső bronzkori vatya kultúrába (Kr. e. 2000–1500) sorolható az a telep, amelynek a nyomaira 1981-ben egy mezőgazdasági mintavétel során figyeltek fel cseréptöredékek alapján a falu széli kőfeszület közelében, a Közép-dűlő nevű határrészen. Az István Király Múzeumból Jungbert Béla régész szállt ki a helyszínre, és megállapította, hogy 60-80 cm-es mélységből, egy bronzkori veremből kerültek a felszínre a korabeli kerámiatöredékek és állatcsontok. 2018 decemberében a Szent István Király Múzeum munkatársai felszíni leletgyűjtéssel határolták le a bronzkori telep kiterjedését.

## 
**A második magyar „régésznő”, gróf Zichy Paulina bakonykúti ásatása 1884-ben**
## 
Gróf Zichy Paulinát (1836–1890) a legutóbbi időkig méltatlanul elfeledte az utókor. 
## 
![Gróf Zichy Paulina](https://utfs.io/f/26L8Sk7UnuECsKKSMqzBglwcTmdj90FZsYR7yQuMS3OeJ4B1)
## 
Pedig a grófnő alig egy évtizeddel az első magyar régésznő, Torma Zsófia (1832–1899) tordosi feltárását követően – a Tróját felfedező Heinrich Schliemann kortársaként az európai régészet hőskorában – vezetett ásatást, és ezzel a második magyar ásatásvezető nőt tisztelhetjük benne. 1880-ban tudósított róla a Fehérvári Hiradó, hogy a „*fejérmegyei és Székesfejérvár Városi régiségtárt*” a nyár folyamán megtekintette a férjével, és igen nagy érdeklődéssel vizsgálta az ott levő régiségeket. 1884-ben pedig a Pesti Napló adott hírt arról a legbővebben, hogy „*Kuti pusztától nyugatra, mérsékelt emelkedésű halomnak éjszaki lejtőjén, gyönyörü ponton, mindennap reggeltől estélig egy főuri hölgyet látni, munkások nagy számától körülvéve. Fáradhatatlan türelemmel figyel, a munkásokkal munkálkodik maga is, megvizsgál behatóan minden cserepet, faragott követ, csontdarabot stb. Mert hát a főuri hölgy, Schläger Jánosné szül. gróf Zichy Paulina, a maga tulajdon birtokán, nagy költséggel ásat, a régiség tudománynak áldozik*”. Feltárta a középkori Kuti falu templomának romjait, amit a „*falu lakosainak szóhagyománya után indulva*” talált meg. Ez a „szóhagyomány” megőrizte az akkor már talán több mint három évszázada felhagyott, és pusztulásra ítélt templom helyét. A templom körüli temetőben is ásott, ahol „*számos csontváz vala, érdekes régi fegyverdarabok, pénzek, bronzgyürük, sarkantyuk stb.*”. 
## 
**Római villa a bakonykúti fennsíkon?**
## 
A grófnő ásatási munkásai a középkori templom körüli temetőtől néhány méterrel odébb akadtak „*római vizvezetőcsövekre*”, majd egy liliomos oszlopfőre, és vagy 18 vörösmárvány oszlopra. Utóbbiakról szinte biztosan kizárhatjuk, hogy egy középkori falusi templomhoz tartoztak volna, a leírás alapján sokkal inkább egy évezreddel korábban állott római villaépületet sejthetünk a közelben. A pazar kilátás és a forrásvíz közelsége tökéletesen alkalmas helyszín egy villagazdaság reprezentatív központi épületének. A római kori pezsgő életre utal a környezetében előkerült számos lelet is (például edénytöredékek, pénzérmék és ruhakapcsoló tűként használt ún. fibulák). Mindenesetre további kutatások gyarapíthatják majd a római kori lelőhelyről alkotott tudásunkat.
## 
**A bakonykúti-pusztai avar kori hölgy**
## 
Jóval a római világ letűnte után, a Kr. u. 567/568-ban Belső-Ázsiából érkező avarok uralma alatt egyesült a Kárpát-medence közel két és fél évszázadon át. Az egyébként igen harcias avarok tartós uralma megteremtette a békés belső fejlődés és gyarapodás lehetőségét, aminek eredményeképpen a Dunántúlon például sűrű, falusias településhálózat alakult ki. Talán egy tanyasias vagy kisebb falusias településen élhetett a 7. században az a nő is, akinek a sírja Bakonykúti-pusztán sértéshízlalda építésekor mindössze 50 cm-es mélységben látott napvilágot. Fülében ezüst nagygömbcsüngős fülbevalókat viselt, karját bronz karperec díszítette, és övéhez függesztve vaskést hordott.
## 
**A középkori Kuti falu újrafelfedezése**
## 
Gróf Zichy Paulina 1884-es bakonykúti ásatásából az utókornak a Pesti Napló tudósításán kívül semmi sem maradt fenn. Még az ásatás pontos helyszíne is feledésbe merült, és azt újra fel kellett fedezni. Az újrafelfedezésben nagy része volt Mihályi Attila múzeumbarát fémkeresős önkéntesnek, aki Lencsés Zsuzsanna, a Kormányhivatal régészeti felügyelőjének javaslatára kutatta át a gyanított területet, és egy késő középkori csillár bronz gyertyafoglalatára bukkant. 
## 
![KÉP2](https://utfs.io/f/26L8Sk7UnuECufbHLszmDBpZYSAVG1czbfeQOu9yK3WLdFln)
## 
A helyszínen egyúttal észrevették, hogy a dűlőút (akkor még egyúttal Kéktúra-útvonal) felszínét kőfalak keresztezik. Ezen fellelkesülve szerveztek a székesfehérvári Szent István Király Múzeum régészei a közösségi régészeti program önkénteseinek segítségével fémkeresős kutatást 2021-ben, amely a várakozásokat túlszárnyaló sikerrel végződött. Több tucatnyi középkori és római kori fémlelet, valamint marékszámra gyűjtött cseréptöredékek igazolták az egykor nyüzsgő életet e két korszakban a ma részben rétként, részben szántóföldként hasznosított fennsíkon. A fémkeresős kutatással párhuzamosan geofizikai (talajradaros és magnetométeres) felmérésre is sor került, aminek a kiértékelése szépen kirajzolta a középkori templom föld alatti falmaradványait. Sikerült tehát beazonosítani a forrásokban elsőként 1424-ben említett *Kwthy* falut, valamint az ismert középkori forrásokban nem is említett templomát.
## 
22023-ban kezdődött a hitelesítő ásatás Reich Szabina régésznő szakmai vezetésével, és a helyben élő Szücsi Frigyes régész közösségi régészeti koordinálásával, a bontómunka dandárját ugyanis az önkéntesek végezték. 
## 
![KÉP3](https://utfs.io/f/26L8Sk7UnuECYBe5Hqn5diVuyFRbKC6l9PrQOtLBvmwhEopq)
## 

Feltárták az ÉK–DNy tájolású templom ÉNy-i oldalának megmaradt alapozását, és fényt derítettek arra, hogy elkülöníthető két periódus a templom építéstörténetében. Az első, korai templom külső hossza 10,8 m, falszélessége 1,2 m volt. Téglalap alakú hajóval és egyenes szentélyzáródással rendelkezett. 
## 
![KÉP4](https://utfs.io/f/26L8Sk7UnuECSkosUXrBJwXMmcgpOnyY6qTPFChLG0Sl2ukN)
## 
Valószínűleg festett lehetett a belső fala, mert piros és rózsaszínű festésű vakolatdarabokra bukkantak. A második építési periódusban a templomhajót DNy-i irányban 5,4 méterrel kibővítették. Összesen nyolc melléklet nélküli temetkezés is napvilágot látott, többségében csecsemő-, illetve gyermekcsontvázak. 
## 
![KÉP5](https://utfs.io/f/26L8Sk7UnuEC23QYSOUnuECB16T3NaRGHbkgyItv9Smfci0q)
## 
Az egyik bolygatott koponya alatt S végű karikát találtak, ami felveti a lehetőségét, hogy a templom, s körülötte a temető (cinterem) akár már a kora Árpád-korban – tehát jóval a falu első ismert, 1424-es említése előtt – használatban volt.  
## 
**A „török vész” és az új kezdetek**
## 
A török hódoltság alatt rengeteget szenvedett az Oszmán Birodalom – főként magyar lakosságú – határvidéke, nem véletlenül látja több, a korszakkal foglalkozó kutató Trianon gyökereit ebben az időszakban. A háborús periódusok, a kettős adóztatás és a portyázásokból, hatalmaskodásokból adódó bizonytalanság, kilátástalanság eredményeképpen a középkori eredetű magyar falvak és templomaik jelentős részét felhagyták, a lakosság elpusztult vagy elmenekült. Így történt ez sajnos Kuti faluval és templomával is. 1559-ben a Palota uradalmához tartozó falut már lakatlan pusztaként említették.
## 
Egészen 1740-ig nincs arra nézve adat, hogy állandó lakosai lennének. Ettől függetlenül területét legelőnek, kaszálónak, erdeit sertések makkoltatására használhatták, ahogy erre 1716-ból már rendelkezünk forrással. A falu újraalapítására végül 1759-ben, az elpusztult középkori magyar falutól nyugatra, mintegy fél kilométeres távolságban, németajkú sváb telepesekkel került sor. Az új telepesek különböző környékbeli sváb falvakból, Sályról, Isztimérről, Bánhidáról, Fenyőfőről, Mórról, Palotáról, Pusztavámról, Szőnyből, Balinkáról, Tarjánból, Oszlopról és Csórról kerültek ide, de érkeztek távolabbról is (a bakonykúti történetét jegyző Degré Alajos szerint bizonyos Schrőd és Neuheysl nevű településekről).
## 
Az első katonai felmérés térképszelvényén (6. kép) már látható a felmérés készítése előtt (1782-1785) több mint két évtizeddel újraalapított település a mai Szabadság utca két oldalán, valamint a 8212. sz. út mentén a mai Szabadság utcától nagyjából a mai Ady Endre utcáig. 
## 
![KÉP6](https://utfs.io/f/26L8Sk7UnuECnZ1llaypuwvx56J1US2AQWgyPYTDO7XGiend)
## 
A település a 18. században még nem rendelkezett templommal, bár 1794-ben templomépítésbe kezdtek, az építmény azonban még az építkezés alatt összedőlt. 1810-re épült fel a római katolikus Nagyboldogasszony-templom, a lakosság ugyanis elenyésző töredék kivételével római katolikus volt. A második katonai felmérés (1819–1869) alapján a 19. században a falu a mai Ady Endre és Petőfi utcák irányába terjeszkedett.
## 
![KÉP7](https://utfs.io/f/26L8Sk7UnuECpe74Ug60tYOVN4SgU2xuoem6swRjIQKAFZBL)
## 

## 
A lakosság lélekszáma a 19. században érte el a mindenkori csúcsát. Magyarország történeti statisztikai helységnévtára szerint 1785-ben 397 fő, 1828-ban 588 fő, 1857-ben 571 fő, 1870-ben 557 fő, 1880-ban 526 fő, 1890-ben 527 fő, 1900-ban 396 fő lakta a falut, és a hozzátartozó Kútipusztát. A falutól északkeletre, Kútipusztával azonosítható építmények már az első katonai felmérés térképén (1782-85) láthatók, de a 19. század első felében kezdenek ide más gazdasági épületeket és cselédlakásokat építeni. 1910-ben 63-an éltek ott.
## 
![KÉP8](https://utfs.io/f/26L8Sk7UnuECnNakkPypuwvx56J1US2AQWgyPYTDO7XGiend)
## 
## A 20. század

Az első világháború Bakonykúti lakóitól is sok áldozatot kívánt. A harctereken hősi halált halt 15 bakonykúti lakos neve a katolikus templom előtt 1937-ben felavatott emlékművön szerepel (Haraszti Márton várpalotai kőfaragó mester alkotása).
## 
A második világháború borzalmai 1944. december 20-án értek Bakonykúti közelébe, amikor a Vörös Hadsereg Mór térségében a falu mintegy 15 km-es közelségébe került. A 6. gárda hadsereg harckocsidandárjai azonban csak március 19-én foglalták el Bakonykútit a német 6. SS-páncélos hadsereg erős ellenállása ellenére. Mivel a harcok viszonylag rövid ideig dúltak és a falu többször nem cserélt gazdát, ezért „csak” 5 ház vált lakhatatlanná, és további 5 ház, valamint a templom rongálódott meg. 
## 
A falu lakosságának megpróbáltatásai nem értek véget a második világégéssel. 1948 februárjától kitelepítették a német nemzetiségű lakosságának jelentős részét, 11 családot (31 főt) Németországba. Helyükre többek között felvidéki magyarokat telepítettek be a csehszlovák-magyar lakosságcsere következtében. 
## 
1948 áprilisiában történt, hogy Shvoy Lajos püspök nyilvános hitehagyás miatt kiközösítette Bakonykúti kommunista papját, Szittyay Dénest, ami miatt a kommunista propaganda országos sajtóbotrányt gerjesztett Shvoy Lajos püspök lejáratása céljából.
## 
1949-ben önálló tanácsú községgé alakult Bakonykúti. Iskolája a második világháború után 8 osztályos általános iskolaként működött egészen 1964-ig, amikor az iskolák körzetesítésével a felső tagozatos tanulók Isztimérre kerültek. A tanulók létszámának csökkenése miatt végül 1970-ben zárták be az alsó tagozatot. 
## 
   Összeállította: dr. Szücsi Frigyes
## Felhasznált irodalom
- A Fejér megyei németek kitelepítésének története, különös tekintettel Mórra és környékére. A helyi identitás és kohézió erősítése Móron, TOP-5.3.1-16-FE1-2017-00008, Magyar Műemléki Topográfia Nonprofit Kft. https://www.topografia.hu/_user/browser/File/top531%20tanulmanyok/A%20Fejér%20megyei%20németek%20kitelepítésének%20története.pdf letöltés időpontja: 2025. 03. 17.

- Degré Alajos: Bakonykúti. Fejér Megyei Történeti Évkönyv 13 (1979) 243–267.

- Kállay István – Kovacsics József: Magyarország történeti statisztikai helységnévtára – 13. Fejér megye. Budapest 1998, 41.

- Reich Szabina: Bakonykúti, Szentegyházi-dűlő (033/1–2 hrsz.) tervásatás. Alba Regia 51 (2023) 99–100.

- Szij Rezső: Várpalota. Fejezetek a város történetéből, Budapest 1960. [195–196. oldal]

- Szücsi Frigyes: Bakonykúti község, települési örökségvédelmi hatástanulmány, régészeti munkarész, Bakonykúti 2018.

- Varga Mátyás: A Szittyay-eset. Egy rendhagyó kísérlet a katolikus egyház és az állam közti viszony rendezésére (1948). Székesfehérvár 2023.

- Zichy Paulina. krudylib.hu, Krúdy Gyula Városi Könyvtár, Várpalota. http://www.krudylib.hu/wiki/zichy-paulina letöltés időpontja: 2024. 05. 04.

-  I. világháborús emlékművek (Bakonykúti). https://mnl.gov.hu/mnl/fml/i_vilaghaborus_emlekmuvek_bakonykuti letöltés időpontja: 2025. 03. 17.


    
",bakonykuti/tortenet,2025-03-23T05:57:42.485Z
30,Szabályzatok,"
1. [Számviteli politika](http://bakonykuti.hu/szabalyzat/1_Szamviteli_politika_%202020_1_.01.pdf ""Klikk a megnyitáshoz"")

2. [Számlarend](http://bakonykuti.hu/szabalyzat/2_Szamlarend_2020_11_.01.pdf ""Klikk a megnyitáshoz"")

3. [Bizonylat](http://bakonykuti.hu/szabalyzat/3_Bizonylati_szabalyzat_2020_11_01.pdf ""Klikk a megnyitáshoz"")

4. [Gazdálkodás](http://bakonykuti.hu/szabalyzat/4_Gazdalkodasi_2020_11_01.pdf ""Klikk a megnyitáshoz"")

5. [Pénzkezelés](http://bakonykuti.hu/szabalyzat/5_Penzkezelesi_szabalyzat_2020_11_01.pdf ""Klikk a megnyitáshoz"")

6. [Leltározás](http://bakonykuti.hu/szabalyzat/6_Leltarozasi_szabalyzat_2020_11_01.pdf ""Klikk a megnyitáshoz"")

7. [Értékelés](http://bakonykuti.hu/szabalyzat/7_Ertekelesi_szabalyzat_2020_11_01.pdf ""Klikk a megyitáshoz"")

8. [Selejtezés](http://bakonykuti.hu/szabalyzat/8_Selejtezesi_szabalyzat_2020_11_01.pdf ""Klikk a megnyitáshoz"")

9. [Önköltség számítás](http://bakonykuti.hu/szabalyzat/9_Onkoltseg_szamitasi_szabalyzat_2020_11_01.pdf ""Klikk a megnyitáshoz"")

10. [Telefon](http://bakonykuti.hu/szabalyzat/10_Telefon_szabalyzat_2021_01_01.pdf ""Klikk a megnyitáshoz"")

11. [Közérdekû adatok](http://bakonykuti.hu/szabalyzat/11_Kozerdeku_adatok_szabalyzat.pdf ""Klikk a megnyitáshoz"")

12. [Reprezentáció](http://bakonykuti.hu/szabalyzat/12_Reprezentacios_szabalyzat_2021_01_01.pdf ""Klikk a megnyitáshoz"")

13. [Kiküldetés](http://bakonykuti.hu/szabalyzat/13_Kikuldetesi_szabalyzat_2021_01_01.pdf ""Klikk a megnyitáshoz"")

14. [Belsõ kontroll](http://bakonykuti.hu/szabalyzat/14_Belso_kontroll_2021_04_01.pdf ""Klikk a megnyitáshoz"")

15. [Beszerzés](http://bakonykuti.hu/szabalyzat/15_Beszerzesi_2020_11_01.pdf ""Klikk a megnyitáshoz"")

[Adatkezelési tájékoztató KÖH](http://bakonykuti.hu/szabalyzat/Adatkezelesi_tajekoztato_KOH.pdf ""Klikk a megnyitáshoz"")

[Adatvédelmi szabályzat](http://bakonykuti.hu/szabalyzat/Adatvedelmi_szabalyzat_2020_08_01.pdf ""Klikk a megnyitáshoz"")

[Közzétételi lista](http://bakonykuti.hu/szabalyzat/KozzetetelLst.pdf ""Klikk a megnyitáshoz"")
		",onkormanyzat/szabalyzatok,2024-12-09T20:28:25.921Z
39,Iszkaszentgyörgyi Szociális Intézményi Társulás,"## Iszkaszentgyörgyi Szociális Intézményi Társulás (ISZIT)


Információ: https://iszkaszentgyorgy.hu/intezmenyek/iszkaszentgyorgyi-szocialis-intezmenyi-tarsulas-iszit/",intezmenyek/iszkaszentgyorgyi-szocialis-intezmenyi-tarsulas,2024-12-29T12:49:43.462Z
33,Helyi Esélyegyenlőségi Program,"
Az Egyenlő Bánásmód Hatóság feladata a diszkriminációval okozott jogsértések kivizsgálása és megszüntetése.


## 

Bakonykúti Helyi Esélyegyenlőségi Programja megtekinthető [ITT](http://www.bakonykuti.hu/HEP/BK_HEP.pdf)


		",onkormanyzat/helyi-eselyegyenlosegi-program,2024-12-30T12:37:48.908Z
36,Pályazatok,"## Magyar Falu Program
 
 ![Magyar Falu Program](https://utfs.io/f/26L8Sk7UnuECxbds1Im6US9lW2db5o0YcJV4Xyum8ekwHTvx)

## 
Bakonykúti Község Önkormányzata a Magyar Falu Program keretében 2022-ben meghirdetett „**Közösségszervezéshez kapcsolódó eszközbeszerzés és közösségszervezõ bértámogatása – 2022**” címû, **MFP-KEB/2022** kódszámú pályázati kiírásra benyújtott pályázatára **1.762.800** Ft. vissza nem térítendő támogatásban részesült.
 ## 
Bakonykúti Község Önkormányzata a Magyar Falu Program keretében „**Közösség szervezéshez kapcsolódó eszközbeszerzés és közösségszervező bértámogatása**” **MFP-KEB/2021** pályázati kiírásra benyújtott pályázatára **1.517.670** Ft. vissza nem térítendő támogatásban részesült.
##  
Bakonykúti Község Önkormányzata a Magyar Falu Program keretében meghirdetett, „**Orvosi rendelők fejlesztése-2020**” címû pályázati kiírásra benyújtott pályázatára **29.761.013** Ft. vissza nem térítendő támogatásban részesült. 
 
## 
Bakonykúti Község Önkormányzata a Magyar Falu Program keretében meghirdetett „Nemzeti és helyi identitástudat erősítése” pályázati kiírásra benyújtott pályázatára 1.398.150 Ft. vissza nem térítendő támogatásban részesült.

 
## 
Bakonykúti Község Önkormányzata a Magyar Falu Program keretében meghirdetett „**Orvosi eszköz beszerzése**” pályázati kiírásra benyújtott pályázatára **2.967.878** Ft. vissza nem térítendő támogatásban részesült.

 
## 
Bakonykúti Község Önkormányzata a Magyar Falu Program keretében meghirdetett „**Temetõ fejlesztése**” pályázati kiírásra benyújtott pályázatára **4.908.993** Ft. vissza nem térítendő támogatásban részesült.

 
## 
Bakonykúti Község Önkormányzata a Magyar Falu Program keretében meghirdetett,
""**Közösségi tér ki- /átalakítás és foglalkoztatás - 202**0""  címû pályázati kiírásra benyújtott
pályázatára **1.484.730** Ft. támogatásban részesült.

 

## 
Bakonykúti Község Önkormányzata által a
 „**TELEPÜLÉSI KÖNYVTÁRAK SZAKMAI ESZKÖZFEJLESZTÉSÉRE, KORSZERÛSÍTÉSÉRE**” benyújtott pályázatára a **KÖZGYÛJTEMÉNYEK KOLLÉGIUMA 022/204/19** számú döntése végrehajtásaként az Emberi Erõforrás Támogatáskezelõ a Nemzeti Kulturális Alap terhére **2.158.784** Ft. vissza nem térítendõ támogatást folyósít.
A támogatás utalásának várható idõpontja: 2019. 12. 19.
 
##  

## **Tájékoztató a KÖFOP-1.2.1-VEKOP-16 Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez címû pályázatról**

 

A kedvezményezett neve: Iszkaszentgyörgy Község Önkormányzata

A támogatás összege: **5.988.840** Ft, támogatási intenzitás: 100%

A projekt azonosító száma: KÖFOP-1.2.1-VEKOP-16-2017-01004

Támogatói okirat kelte: 2017. május 3.

A projekt megvalósításának befejezése: 2018. június 30.

 

Iszkaszentgyörgy Község Önkormányzata 2017. februárban nyújtotta be pályázatát a KÖFOP-1.2.1-VEKOP-16 Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez címû felhívásra.

A támogatási döntés alapján az önkormányzat **6 millió** Ft vissza nem térítendő támogatásban részesült Magyarország Kormánya és az Európai Unió által. A projekt célja az egységesített önkormányzati elektronikus ügyviteli megoldások bevezetése 
országos szinten, az egyes települési önkormányzatok az Önkormányzati ASP központhoz történő csatlakozásának megvalósításával. A támogatás segítségével beszerzésre kerül 6 db, az ASP rendszer követelményeinek megfelelő hardverrel és szoftverekkel rendelkező számítógép, 1 db laptop, 7 db monitor és 7 db kártyaolvasó; utóbbi eszköz lehetővé teszi az elektronikus személyi igazolvánnyal történő belépést az ügyintézéshez az ügyfelek részéről is. Az eszközök beszerzésén túl megvalósul az elektronikus ügyintézés feltételeinek kialakítása és ehhez kapcsolódóan az önkormányzati rendeletek felülvizsgálata, a szabályzatok aktualizálása, továbbá a szakrendszerek adatainak az ASP központi rendszerbe történõ migrációja. A projekt biztosítja az Iszkaszentgyörgyi Közös Önkormányzati Hivatal dolgozóinak a 
Magyar Államkincstár Fejér Megyei Igazgatósága által szervezett oktatásokon való részvétel útiköltségét, a kötelezõ nyilvánosság biztosításának költségeit, valamint a projektmenedzsment díját. 

##  

Székesfehérvár sikeresen pályázott ""**Az alapellátás és népegészségügy rendszerének átfogó fejlesztése - népegészségügy helyi kapacitás fejlesztése**""címû pályázatra.

A pályázat célja a székesfehérvári járásban a Lelki Egészség Központtal kibővített Egészségfejlesztési Iroda kialakítása.
2018. szeptember elsejétõl az Egészségfejlesztési Iroda megkezdi működését.

Átfogó céljuk a járásban élők egészségi állapotának javításával a születéskor várható élettartam és az egészségben eltöltött életévek számának növelése, továbbá a lakosság egészségtudatosságának, egészségkultúrájának fejlesztése prevenciós közösségi programok és egyéni tanácsadások megvalósításával.

 
## 
Egészségfejlesztési Iroda központi email címe:
 
efi@efi.szekesfehervar.hu
 

Egészségfejlesztési Iroda vezetõ email címe: 

hujber.anita@efi.szekesfehervar.hu

 

Humán Szolgáltató Intézet központi email címe:

titkarsag@humanszolg.hu

 
## 
## Tájékoztató Levél a járás településeinek:
http://www.bakonykuti.hu/Hirek/Egeszsegfejlesztesi_Iroda.pdf

## 

2018.08.28

Marics József

polgármester

	",onkormanyzat/palyazatok,2024-12-31T08:46:40.944Z
56,Kéményellenőrzés és -tisztítás,"
## Tájékoztató Kéményseprésről

 

2023.01.20-tól Fejér vármegye területén – az ország jelentős részével azonos módon – a BM OKF Gazdasági Ellátó Központ (a továbbiakban: GEK) látja el a kéményellenőrzési és –tisztítási tevékenységet a lakosság körében.

 
## 
Tájékoztató megnyitása: http://www.bakonykuti.hu/Hirek/Kemenysepres_2024.pdf

",kozerdeku/kemenyellenorzes-es-tisztitas,2024-12-29T11:31:36.968Z
57,Ügyfélfogadás,"
WIP

		",onkormanyzat/ugyfelfogadas,2024-12-09T20:49:41.590Z
49,Vedőnő,"

## Védőnői Tanácsadás

**Gál Diána védőnő**

Tel.: 06-30/633-8716
## 
Kedd Iszkaszentgyörgyön:
- Csecsemő tanácsadás: 09:00 – 11:00
- Várandós tanácsadás: 13:00 – 15:00

Csütörtök (páratlan héten)
- Bakonykútiban: 09:30 – 10:30
",egeszsegugy/vedonoi-ellatas,2025-02-24T10:20:27.447Z
5,Bemutatás,"Bakonykúti község Fejér vármegye legkisebb önálló települése, a Kelet-Bakony hegység lábánál, a Burok-völgyi természetvédelmi terület mentén, csodálatos természeti környezetben fekvő zsákfalu. Környékén 300 méter feletti magaslatok is találhatók, melyekről a település felé eső lejtők meredekek. Közúton az Isztimér községhez tartozó Guttamásin keresztül Iszkaszentgyörgy, Kincsesbánya és Fehérvárcsurgó felől közelíthető meg, a megyeszékhely Székesfehérvár 18 km-re található.
## 
Bakonykúti lakossága a múlt században a mindenkori társadalmi és gazdasági változások tükörképeként folyamatosan csökkent, 2000-ben már csak 104 lakos élt a faluban. Örvendetes, hogy az ezredfordulót követően megfordult ez a folyamat, és azóta a lakosság növekedése figyelhető meg. Kezdetben elsősorban a hétvégi házak szaporodtak, és egyre inkább pihenőfaluvá vált a település, de ma már egyre többen választják otthonuknak Bakonykútit, így az ingatlanok többségében állandó lakosok élnek. Ezt jelzi az igényesen felújított régi parasztházak és az új építésű lakóházak számának növekedése. Napjainkban már 170 állandó lakosa van településünknek, de a korábbi német nemzetiségi lakosságnak csak töredéke maradt, lakóink döntő többségét az elmúlt években a városokból, elsősorban Székesfehérvárról kiköltöző családok alkotják.
## 
A falu önállósága 1970-ben megszűnt, ettől kezdődően az Isztiméri Tanács fennhatósága alá került Bakonykúti, ezzel együtt az általános iskolája is bezárt. Az önállóságát a rendszerváltást követő első szabad önkormányzati választások során 1990-ben nyerte vissza. Bakonykúti Önkormányzata kezdetben Isztimér Önkormányzatával hozott létre Körjegyzőséget, majd 2008-tól Iszkaszentgyörgy Önkormányzatával Körjegyzőséget, végül közös önkormányzati hivatalt, amelyhez 2025. január 1-től Csór Önkormányzata is csatlakozott, így már ez a három település alkotja jelenleg az Iszkaszentgyörgyi Közös Önkormányzati Hivatalt.
## 
A község belterülete 39 hektár, amelyen jelentős zöldterületek is találhatók. A település összes belterületi útja szilárd burkolatú. A közművek a szennyvízcsatornázás kivételével kiépítettek. A kiváló minőségű vezetékes ivóvizet saját 120 méter mély kút és vízműhálózat biztosítja.
## 
A település mellett található a Magyar Honvédség Csapatgyakorlótere, amely Közép-Európa legnagyobb egybefüggő katonai területe. Mindez okoz néhány zajosabb napot a környéken, ugyanakkor a terület viszonylagos zártsága miatt csökkent az értékes élőhelyek pusztulása, ezért számos védett állat és növény talált itt menedéket. A Magyar Honvédség havonta értesítést küld az önkormányzat részére a következő hónap katonai kiképzési tevékenységeiről, így a lakosság és a turisták a honlapunkon egyaránt tájékozódni tudnak a várható zajhatásokról és korlátozásokról.
## 
Az alacsony lakosságszám miatt Bakonykútiban élelmiszerbolt nem működik. A lakosság ellátását kenyérrel és pékáruval heti három alkalommal mozgóbolt biztosítja. Főként a túrázók kiszolgálását biztosítja egy a falu szélén, a kéktúra útvonalán található időszakosan nyitvatartó kerthelyiség, ahol a túrázó megpihenhet, ételt és italt vásárolhat. Bakonykútit nemcsak az Országos Kéktúra útvonalán áthaladó bakancsos turisták keresik fel, hanem sokan több napot is szívesen töltenek el ebben a hangulatos környezetben, ezért ma már több falusi vendégház is várja szolgáltatásaival a látogatókat a településen.

    ",bakonykuti/bemutatas,2025-01-20T08:24:28.308Z
37,Választás,"## Önkormányzati és EP Választások 2024

### Választási eredmények

- **Polgármester választás eredménye** [(PDF)](url)
- **Képviselő választás eredménye** [(PDF)](url)

---

### Jóváhagyott Szavazólapok

- **Polgármester választás szavazólap** [(PDF)](url)
- **Képviselő szavazólap** [(PDF)](url)

---

### Önkormányzati Választások 2024 Nyilvántartásbavétel és Sorsolás

#### **Sorsolás**

- **Polgármester sorsolás** [(PDF)](url)
- **Képviselő sorsolás** [(PDF)](url)

#### **Nyilvántartásbavétel**

- **Szalmási Korinna** [(PDF)](url)
- **Marics József** [(PDF)](url)
- **Krizsán Attila** [(PDF)](url)
- **Mészáros Imola Katalin** [(PDF)](url)
- **Talabérné Fodor Éva** [(PDF)](url)
- **Kasztiné Körmöczi Nóra** [(PDF)](url)
- **Pató Ágnes** [(PDF)](url)
- **Volkensdorfer Istvánné** [(PDF)](url)
- **Márkus Erika** [(PDF)](url)
- **Kurjancsek László** [(PDF)](url)
- **Horel Ágota** [(PDF)](url)

---

### Tájékoztató választópolgároknak

- **Az Iszkaszentgyörgyi Helyi Választási Iroda Vezetőjének 2/2024. (IV.04.) számú közleménye**

#### **Helyi Választási Iroda vezetőjének határozata a képviselők számáról**

- **2/2023. (10.24.) HVI Vezetői Határozat**",onkormanyzat/valasztas,2024-12-21T12:04:15.909Z
52,Honvédség,"## Bakonykúti Kiképző Bázis 


![alt WIP](https://utfs.io/f/26L8Sk7UnuECwcWT6w9heWP5jZyfGnp24M8Jrbm0t9vNAFka)
## 
Legfrissebb lőtéri értesítő: http://www.bakonykuti.hu/loter/Loter202502.pdf
		",kozerdeku/magyar-honvedseg-boszormenyi-geza-csapatgyakorloter-parancsnoksag,2025-01-23T10:35:41.053Z
