id,title,thumbnail,content,creator_name,created_at
72,Március 15. Ünnepi megemlékezés ,https://utfs.io/f/26L8Sk7UnuEC3sJg1vGVEstpDrH4YmojWGN9uMyOIeCwJlKn,"2025.03.15-én szombaton 9 és 11 óra között a Bakonykúti Közösségi Ház kávézóként üzemel.
## 
Ünnepi megemlékezésünkre mindenkit szeretettel várunk!
Bakonykúti Község Önkormányzata ",agota,2025-03-06T09:34:38.183Z
74,Lőtéri értesítő - április,https://utfs.io/f/26L8Sk7UnuECwcWT6w9heWP5jZyfGnp24M8Jrbm0t9vNAFka,"## 2025 márciusi értesítő 

Az áprilisi lőtéri értesítőről bővebben itt olvashat:  https://utfs.io/f/26L8Sk7UnuECTcPBJvsBd7vKsTMS9If2ZzDyiwp5quY30Gmx ",agota,2025-03-20T18:45:04.121Z
55,2024-12-31T23:00:00.000Z,https://utfs.io/f/26L8Sk7UnuECM1Xe6JSfVkXvqlZ4gba0UNI8zsDYxnhyrG2d,"

## Hulladéknaptár - Bakonykúti

Települési vegyes hulladék gyûjtési nap: **Hétfõ**
## 
Kérjük a hulladékokat a szállítás napján reggel 6 óráig az ingatlanok elé szíveskedjenek kirakni úgy, hogy az se a gyalogos, se a jármű forgalmat ne akadályozza.
## 
## Szelektív hulladék gyűjtési napok:

A járat átszervezése a szelektív napokat a következőképp érinti: a korábbi páratlan csütörtök helyett **2025. július 1**-től a páros hétfő lesz a gyűjtés napja Bakonykúti településen.

## 
További részletek itt [PDF](https://utfs.io/f/26L8Sk7UnuECRFofCrgOMzl8R0LVyP71WfxAQKYCqZmBGUud)",admin,2025-01-18T15:44:37.131Z
75,"MEGHÍVÓ a VERGA Vadászterület tulajdonosi közösségének gyűlésére (2025.04.24, 8:00-9:00):",https://utfs.io/f/26L8Sk7UnuECGPCCZIlRAoqETBFgX2U4fvkxMsYmrHbh51an,"## MEGHÍVÓ a VERGA Vadászterület tulajdonosi közösségének gyűlésére

Ideje:  2025.04.24, 8:00-9:00
Helye: VERGA Zrt. Irodaépülete: 8200 Veszprém, Jutasi út 10. 
## 
Bővebb információ: 
 https://utfs.io/f/26L8Sk7UnuECHms9aAPrhOQ7z5tdNT6PIwFxqfA2XscmnvoM

https://utfs.io/f/26L8Sk7UnuECj2meBsdVTPH1f4QNIYeZOKG0nqzEAJr6FLgy",agota,2025-03-20T19:08:28.309Z
76,Eboltás Bakonykútiban és környékén,https://utfs.io/f/26L8Sk7UnuECIaXv38vF3U6xf5SojbkZpQ2y7DV0lPOWMeCB,"## Eboltás Bakonykútiban

Április 28-án 7:30-8:00

További információk: https://utfs.io/f/26L8Sk7UnuECugeFL9zmDBpZYSAVG1czbfeQOu9yK3WLdFln

Illetve a környéken más időpontokban: https://utfs.io/f/26L8Sk7UnuEClzqgyBpuj9t2oESZxJThfvnqIKeawNB08iAm",agota,2025-04-16T16:11:47.776Z
77,Lőtéri értesítő - Május,https://utfs.io/f/26L8Sk7UnuECwcWT6w9heWP5jZyfGnp24M8Jrbm0t9vNAFka,"## 2025 májusi értesítő 

A májusi lőtéri értesítőről bővebben itt olvashat:  https://utfs.io/f/26L8Sk7UnuECErrq6seDfCRWZAPiqY1BUG5V8Mz3t920HXwj",agota,2025-04-17T09:53:46.412Z
78,2025-04-24T15:00:00.000Z,https://utfs.io/f/26L8Sk7UnuECnHDiRUypuwvx56J1US2AQWgyPYTDO7XGiend,"## MEGHÍVÓ

Bakonykúti Községi Önkormányzat Képviselő-testülete
2025. április 24-én (csütörtökön) 17.00 órakor 
rendes, nyilvános testületi ülést tart, amelyre ezúton tisztelettel meghívom.

Az ülés helye: Községháza (Bakonykúti, Szabadság u. 41.)                         
## 
Napirendi javaslat: 

1)	Tájékoztatás az egészségügyi ellátás helyzetéről – Dr. Rumann Hildegard háziorvos előterjesztésében

2)	Javaslat a 2024. évi belső ellenőri éves összefoglaló jelentés elfogadásáról – a jegyző előterjesztésében 

3)	Javaslat a munkamegosztás és felelősségvállalás rendjéről szóló megállapodás elfogadására – a jegyző előterjesztésében

4)	Javaslat a 2024. évi nem közművel összegyűjtött szennyvíz közszolgáltatás költségelszámolásának elfogadására – a polgármester előterjesztésében

5)	Polgármesteri tájékoztató az előző ülés óta végzett munkáról, főbb intézkedésekről, eseményekről – a polgármester előterjesztésében

6)	Egyebek

	Kérem a tisztelt képviselőket, hogy a napirend fontosságára való tekintettel a képviselő-testületi ülésen szíveskedjenek megjelenni! Kérem, hogy esetleges akadályoztatását szíveskedjen előre jelezni!


Bakonykúti, 2025. április 17.
## 

Tisztelettel: 

Marics József

Polgármester
",agota,2025-04-17T11:16:52.773Z
79,"MEGHÍVÓ Bakonykúti Községi Önkormányzat Képviselő-testülete 2025. május 29-én (csütörtökön) 16.30 órakor  rendes, nyilvános testületi ülést tart",https://utfs.io/f/26L8Sk7UnuECnHDiRUypuwvx56J1US2AQWgyPYTDO7XGiend,"## Az ülés helye: Községháza (Bakonykúti, Szabadság u. 41.)                         

**Napirendi javaslat:** 
1)	Az önkormányzat gyermekjóléti és gyámügyi tevékenységének átfogó értékelése – a jegyző előterjesztésében
2)	Beszámoló a Vörösmarty Mihály Könyvtár által a KSZR-ben végzett tevékenységről – Horváth Adrienn igazgató előterjesztésében
3)	Beszámoló az Iszkaszentgyörgyi Közös Önkormányzati Hivatal 2024. évi költségvetésének végrehajtásáról – a jegyző előterjesztésében
4)	Javaslat az önkormányzat 2024. évi költségvetésének végrehajtásáról szóló beszámoló elfogadására – a polgármester előterjesztésében 
5)	Beszámoló az Iszkaszentgyörgyi Közös Önkormányzati Hivatal 2024. évi munkájáról – a jegyző előterjesztésében
6)	Javaslat az Iszkaszentgyörgyi Közös Önkormányzati Hivatal tekintetében nyári, téli igazgatási szünet elrendelésére – a jegyző előterjesztésében
7)	Javaslat a polgármester tiszteletdíjának és költségtérítésének megállapítására - a polgármester előterjesztésében 
8)	Javaslat a fogorvosi feladatellátási szerződés VI. számú módosítására - a polgármester előterjesztésében
9)	Javaslat közvilágítás korszerűsítésére és üzemeltetésére vonatkozó árajánlat elfogadására - polgármester előterjesztésében
10)	Javaslat az Iszkaszentgyörgyi Szociális Intézményi Társulás Társulási Megállapodásának VII. számú módosítására – a polgármester előterjesztésében
11)	Polgármesteri tájékoztató az előző ülés óta végzett munkáról, főbb intézkedésekről, eseményekről – a polgármester előterjesztésében
12)	Egyebek
	Kérem a tisztelt képviselőket, hogy a napirend fontosságára való tekintettel a képviselő-testületi ülésen szíveskedjenek megjelenni! Kérem, hogy esetleges akadályoztatását szíveskedjen előre jelezni!

Bakonykúti, 2025. április 22.
## 
                                                                                                           
   Tisztelettel:
## 
Marics József

polgármester
",agota,2025-05-26T16:21:14.139Z
80,Lőtéri értesítő - Június ,https://utfs.io/f/26L8Sk7UnuECwcWT6w9heWP5jZyfGnp24M8Jrbm0t9vNAFka,"## 2025 júniusi értesítő 

A júniusi lőtéri értesítőről bővebben itt olvashat:   https://utfs.io/f/26L8Sk7UnuECr7hmlMbVX5JwIdfPKubn4WEsNUiZezhFy3OY",agota,2025-05-26T16:26:18.039Z
81,Guttamási bányanyitás,https://utfs.io/f/26L8Sk7UnuECnHDiRUypuwvx56J1US2AQWgyPYTDO7XGiend,"## Fejér Megyei Kormányhivatal Székesfehérvári Járási Hivatala, Környezetvédelmi és Természetvédelmi Fõosztály 2018. január 3. napján kelt, FE-08/KTF/95-1/2018. iktatószámú határozatát megsemmisítõ KHFF/134-33/2025-EM iktatószámú határozat közhírré tétele

A bányanyitással kapcsolatos legfrissebb információkat a következő dokumentumokban olvashatók: 
## 
Határozat hirdetés:  https://utfs.io/f/26L8Sk7UnuECWMEUYxjMe78C4Hl1gVLjSdwtzqbmKROP0uki
## 
Határozat:  https://utfs.io/f/26L8Sk7UnuEC2ctvuHUnuECB16T3NaRGHbkgyItv9Smfci0q",agota,2025-05-29T13:21:37.892Z
82,"Állami támogatással telepíthető korszerű, környezetbarát szennyvíztisztító berendezések",https://utfs.io/f/26L8Sk7UnuECIaccBCbF3U6xf5SojbkZpQ2y7DV0lPOWMeCB,"
A következő email érkezett a Polgármesteri Hivatalba, melyet most módosítás nélkül közlünk:

## Biológiai szennyvíztisztító berendezések gyártása, telepítése.

Tisztelt Polgármester Asszony/Úr!
## 
A 2026. június 30-ig igényelhető otthonfelújítási támogatás először nyújt lehetőséget arra, hogy csatornázatlan ingatlanok tulajdonosai állami támogatással telepíthessenek korszerű, környezetbarát szennyvíztisztító berendezést.
## 
A szennyvízkezelés sok településen évek óta megoldatlan vagy ideiglenes eszközökkel kezelhető kérdés. A lakosság részéről egyre erősebb az igény, az önkormányzatok pedig sok esetben már megfogalmazták fejlesztési szándékukat – azonban a közműves szennyvízhálózat kiépítése túl drága, pályázati forrás nem elérhető, vagy a településszerkezet miatt nem minden utcában kivitelezhető.
## 
Gyakori, hogy egyes utcákban, településrészeken ma is zárt tárolók, ideiglenes megoldások, rendszeres szippantás jelenti a szennyvízkezelést. Ez nemcsak költséges és kényelmetlen, hanem környezetvédelmi szempontból sem hosszú távú megoldás.
## 
A támogatás most lehetőséget ad arra, hogy a háztartások saját maguk korszerűsítsék a szennyvízkezelést egy jogszabályilag elfogadott, hosszú távú, önálló működésű biológiai tisztítórendszerrel.
## 
Az ÖkoTech-Home Kft. által fejlesztett és gyártott A.B.Clear szennyvíztisztító:

– nem igényel szippantást-iszapzsákos technológia

– a tisztított víz helyben újrahasznosítható

– CE minősítéssel és EN 12566-3 szabvánnyal rendelkezik

– magyar termék, hazai háttérrel és szervizszolgáltatással

– minimális karbantartást igényel, hosszú élettartamú
## 

Kérjük, tájékoztassák a lakosságot erről a lehetőségről, akár hirdetőtáblán, akár közösségi felületen, vagy egy lakossági fórumon keresztül. Ez valódi településfejlesztési lépés, amely sok családnak jelent hosszú távú megoldást.
## 
Egyben szeretnénk megkérdezni Öntől, mint a település vezetőjét:
milyen megoldás működik jelenleg a nem csatornázott ingatlanok esetében?
Látják-e, hallják-e az igényt a lakosság részéről, vannak-e tervek e téren?

Kérjük, akkor is szíveskedjenek visszajelezni, ha jelenleg nem aktuális a téma, hogy tudjuk, hol lehet érdemi párbeszédet folytatni. Válaszukat előre is köszönjük, minden érdeklődő önkormányzatnak teljes körű szakmai és műszaki támogatást nyújtunk.
## 
További információ:
weboldal: www.okotechhome.hu
központi telefon +36 33 200 211
## 
Üdvözlettel:

az ÖkoTech-Home Kft.

Szennyvíztisztító rendszerek, 2004 óta kizárólag ezzel foglalkozunk."" ",agota,2025-06-04T14:39:22.745Z
83,Padlásfödém szigetelés,https://utfs.io/f/26L8Sk7UnuECGzjwD9lRAoqETBFgX2U4fvkxMsYmrHbh51an,"## Ingyenesen igénybevehető hőszigetelési lehetőség

További információk itt: https://utfs.io/f/26L8Sk7UnuECcU3QKfMGlVyP5pWMY6DoSU8zQmEbCBJ0Nt2O",agota,2025-06-21T05:53:29.670Z
84,Biológiai szennyvíztisztítás,https://utfs.io/f/26L8Sk7UnuECIaccBCbF3U6xf5SojbkZpQ2y7DV0lPOWMeCB,"Újabb lehetőséggel keresték meg az Önkormányzatot biológiai szennyvíztsiztító berendezésekkel kapcsolatban. 
## 
Bővebb információ itt található: 

https://utfs.io/f/26L8Sk7UnuECXSdthW3cZENFc91oCB07LqidpvXmUWH4VeMw",agota,2025-06-21T05:56:59.329Z
85,Lőtéri értesítő - Július ,https://utfs.io/f/26L8Sk7UnuECwcWT6w9heWP5jZyfGnp24M8Jrbm0t9vNAFka,"## 2025 júliusi értesítő 

A júniusi lőtéri értesítőről bővebben itt olvashat: 
https://utfs.io/f/26L8Sk7UnuECXt4KbOcZENFc91oCB07LqidpvXmUWH4VeMwx",agota,2025-06-21T06:00:50.463Z
86,Kormányablakbusz 2025 július 10 10:00-14:00,https://utfs.io/f/26L8Sk7UnuECw93eHmheWP5jZyfGnp24M8Jrbm0t9vNAFkaB,"## Kormányablakbusz érezik Bakonykútiba

2025 július 10 10:00-14:00
Bakonykúti, Jókai utca 1. 
Közösségi ház 

További információ: https://utfs.io/f/26L8Sk7UnuECk35aBdwPCJb48Ar2U9okYnfdSWvR5pDwstVe",agota,2025-06-21T06:07:55.153Z
87,"MEGHÍVÓ Bakonykúti Községi Önkormányzat Képviselő-testülete 2025. június 26-án (csütörtökön) 17.00 órakor  rendes, nyilvános testületi ülést tart",https://utfs.io/f/26L8Sk7UnuECnHDiRUypuwvx56J1US2AQWgyPYTDO7XGiend,"## Az ülés helye: Községháza (Bakonykúti, Szabadság u. 41.)                         

**Napirendi javaslat:**
1)	Javaslat Bakonykúti Község közrendjének és közbiztonságának 2024. évi helyzetéről szóló beszámoló elfogadására – Milus Gábor r. ezredes, rendőrségi főtanácsos, címzetes egyetemi docens, mb. rendőrkapitány előterjesztésében
2)	Javaslat a Székesfehérvári Hivatásos Tűzoltó-parancsnokság 2024. évben végzett tevékenységéről szóló beszámoló elfogadására – a polgármester előterjesztésében
3)	Javaslat az önkormányzat Szervezeti és Működési Szabályzatának módosítására – a jegyző előterjesztésében
4)	Javaslat az önkormányzat Helyi Esélyegyenlőségi Programjának elkészítésére – a jegyző előterjesztésében
5)	Javaslat az alpolgármester tiszteletdíjáról – polgármester előterjesztésében
6)	Javaslat a víziközművek térítésmentes állami tulajdonba adásáról- polgármester előterjesztésében
7)	Javaslat a Magyar Falu Programban keretében pályázat benyújtására - – a polgármester előterjesztésében
8)	Polgármesteri tájékoztató az előző ülés óta végzett munkáról, főbb intézkedésekről, eseményekről – a polgármester előterjesztésében
9)	Egyebek

Kérem a tisztelt képviselőket, hogy a napirend fontosságára való tekintettel a képviselő-testületi ülésen szíveskedjenek megjelenni! Kérem, hogy esetleges akadályoztatását szíveskedjen előre jelezni!
## 
Bakonykúti, 2025. június 20.
## 
                                                                                                           
   Tisztelettel:
## 
Marics József

polgármester
",agota,2025-06-21T06:14:00.302Z
